title,price,availability,star,cate,product_url,country
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",£51.75,In stock,5,Nonfiction,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,Greece
Buying In: The Secret Dialogue Between What We Buy and Who We Are,£37.80,In stock,4,Nonfiction,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,United Kingdom
Brain on Fire: My Month of Madness,£49.32,In stock,5,Nonfiction,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,Azerbaijan
Abstract City,£56.37,In stock,5,Nonfiction,https://books.toscrape.com/catalogue/abstract-city_658/index.html,Svalbard and Jan Mayen
The Dirty Little Secrets of Getting Your Dream Job,£33.34,In stock,4,Business,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,Vietnam
The Third Wave: An Entrepreneur’s Vision of the Future,£12.61,In stock,5,Business,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,Grenada
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,£27.55,In stock,3,Business,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,Turkmenistan
Shoe Dog: A Memoir by the Creator of NIKE,£23.99,In stock,2,Business,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Bangladesh
Made to Stick: Why Some Ideas Survive and Others Die,£38.85,In stock,5,Business,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Botswana
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,£43.14,In stock,1,Business,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Pakistan
The Art of Startup Fundraising,£21.00,In stock,3,Business,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,Latvia
Born for This: How to Find the Work You Were Meant to Do,£21.59,In stock,5,Business,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,El Salvador
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,£36.91,In stock,1,Business,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,United Kingdom
"Rich Dad, Poor Dad",£51.74,In stock,1,Business,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,Slovenia
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,£33.92,In stock,3,Business,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,Guinea
Rework,£44.88,In stock,2,Business,https://books.toscrape.com/catalogue/rework_212/index.html,Sweden
Louisa: The Extraordinary Life of Mrs. Adams,£16.85,In stock,2,Biography,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Trinidad and Tobago
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",£21.15,In stock,2,Biography,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,New Caledonia
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,£39.55,In stock,1,Biography,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,United States
Benjamin Franklin: An American Life,£48.19,In stock,3,Biography,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,Panama
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),£42.57,In stock,3,Biography,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,Maldives
13 Hours: The Inside Account of What Really Happened In Benghazi,£27.06,In stock,1,Nonfiction,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,Solomon Islands
Security,£39.25,In stock,2,Horror,https://books.toscrape.com/catalogue/security_925/index.html,Zimbabwe
Follow You Home,£21.36,In stock,1,Horror,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,Somalia
The Loney,£23.40,In stock,1,Horror,https://books.toscrape.com/catalogue/the-loney_756/index.html,Haiti
Pet Sematary,£10.56,In stock,3,Horror,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,Tuvalu
Doctor Sleep (The Shining #2),£40.12,In stock,2,Horror,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,Armenia
Psycho: Sanitarium (Psycho #1.5),£36.97,In stock,5,Horror,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,Cape Verde
Can You Keep a Secret? (Fear Street Relaunch #4),£48.64,In stock,1,Horror,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Yemen
Red Dragon (Hannibal Lecter #1),£23.37,In stock,3,Horror,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,United States Minor Outlying Islands
Dracula the Un-Dead,£35.63,In stock,5,Horror,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,Burkina Faso
Night Shift (Night Shift #1-20),£12.75,In stock,4,Horror,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,Guinea
Needful Things,£47.51,In stock,4,Horror,https://books.toscrape.com/catalogue/needful-things_334/index.html,South Georgia
Misery,£34.79,In stock,2,Horror,https://books.toscrape.com/catalogue/misery_332/index.html,Togo
It,£25.01,In stock,3,Horror,https://books.toscrape.com/catalogue/it_330/index.html,Andorra
'Salem's Lot,£49.56,In stock,4,Horror,https://books.toscrape.com/catalogue/salems-lot_309/index.html,Haiti
The Stand,£57.86,In stock,2,Horror,https://books.toscrape.com/catalogue/the-stand_282/index.html,Suriname
The Girl with All the Gifts,£49.47,In stock,3,Horror,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,Liberia
House of Leaves,£54.89,In stock,1,Horror,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,North Korea
Fifty Shades Freed (Fifty Shades #3),£15.36,In stock,5,Adult Fiction,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,Afghanistan
The Art of War,£33.34,In stock,5,Default,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,North Korea
Secrets and Lace (Fatal Hearts #1),£20.27,In stock,1,Default,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,Saint Pierre and Miquelon
Romero and Juliet: A Tragic Tale of Love and Zombies,£36.94,In stock,1,Default,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,Bhutan
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,£41.06,In stock,1,Default,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,Mauritania
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),£10.76,In stock,1,Default,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,Eritrea
Large Print Heart of the Pride,£19.15,In stock,2,Default,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,Western Sahara
Grumbles,£22.16,In stock,2,Default,https://books.toscrape.com/catalogue/grumbles_812/index.html,Guatemala
First Steps for New Christians (Print Edition),£29.00,In stock,1,Default,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,Jamaica
Eureka Trivia 6.0,£54.59,In stock,4,Default,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,Kyrgyzstan
Drive: The Surprising Truth About What Motivates Us,£34.95,In stock,4,Default,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,New Zealand
Done Rubbed Out (Reightman & Bailey #1),£37.72,In stock,5,Default,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,Réunion
Beauty Restored (Riley Family Legacy Novellas #3),£11.11,In stock,2,Default,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,North Korea
Ayumi's Violin,£15.48,In stock,2,Default,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,Kuwait
Anonymous,£46.82,In stock,4,Default,https://books.toscrape.com/catalogue/anonymous_790/index.html,Uganda
Amy Meets the Saints and Sages,£18.46,In stock,3,Default,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,Saudi Arabia
Amatus,£50.54,In stock,5,Default,https://books.toscrape.com/catalogue/amatus_787/index.html,Philippines
V for Vendetta (V for Vendetta Complete),£37.10,In stock,4,Default,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,Finland
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",£45.95,In stock,2,Default,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,Slovakia
The Wright Brothers,£56.80,In stock,4,Default,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,Angola
The Songs of the Gods,£44.48,In stock,5,Default,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,Bangladesh
The Cat in the Hat (Beginner Books B-1),£16.26,In stock,2,Childrens,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,Saudi Arabia
Red: The True Story of Red Riding Hood,£28.54,In stock,3,Childrens,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,Austria
Horrible Bear!,£37.52,In stock,2,Childrens,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,Czechia
Green Eggs and Ham (Beginner Books B-16),£10.79,In stock,4,Childrens,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,Ukraine
Counting Thyme,£10.62,In stock,1,Childrens,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,Slovenia
Are We There Yet?,£10.66,In stock,3,Childrens,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,Russia
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),£52.88,In stock,4,Childrens,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,South Sudan
Matilda,£28.34,In stock,1,Childrens,https://books.toscrape.com/catalogue/matilda_32/index.html,French Guiana
Charlie and the Chocolate Factory (Charlie Bucket #1),£22.85,In stock,3,Childrens,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,Denmark
Sapiens: A Brief History of Humankind,£54.23,In stock,5,History,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,Uzbekistan
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",£25.52,In stock,1,History,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,Sierra Leone
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,£19.73,In stock,1,History,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,Iceland
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",£36.28,In stock,2,History,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,Papua New Guinea
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,£59.64,In stock,1,History,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,Serbia
Zealot: The Life and Times of Jesus of Nazareth,£24.70,In stock,3,History,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,France
A Distant Mirror: The Calamitous 14th Century,£14.58,In stock,3,History,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,Kosovo
1491: New Revelations of the Americas Before Columbus,£21.80,In stock,3,History,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,Hungary
Brilliant Beacons: A History of the American Lighthouse,£11.45,In stock,3,History,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,Eswatini
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48,In stock,5,History,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,Uzbekistan
A Short History of Nearly Everything,£52.40,In stock,5,History,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,Belgium
The Rise and Fall of the Third Reich: A History of Nazi Germany,£39.67,In stock,2,History,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,Christmas Island
Catherine the Great: Portrait of a Woman,£58.55,In stock,4,History,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,Poland
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,£42.91,In stock,5,History,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,Mauritania
The Hiding Place,£55.91,In stock,4,History,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,Singapore
America's War for the Greater Middle East: A Military History,£51.22,In stock,2,History,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,Nicaragua
The Guns of August,£14.54,In stock,2,History,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,Niue
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",£43.70,In stock,2,History,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,Réunion
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",£30.52,In stock,3,Food and Drink,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,Cocos (Keeling) Islands
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",£56.41,In stock,1,Food and Drink,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,Belarus
My Paris Kitchen: Recipes and Stories,£33.37,In stock,2,Food and Drink,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,Liechtenstein
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",£14.02,In stock,4,Food and Drink,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,Kuwait
"Layered: Baking, Building, and Styling Spectacular Cakes",£40.11,In stock,1,Food and Drink,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,Bermuda
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,£37.34,In stock,5,Food and Drink,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,Puerto Rico
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,£37.60,In stock,2,Food and Drink,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,Dominican Republic
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,£41.25,In stock,1,Food and Drink,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,Somalia
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",£42.16,In stock,3,Food and Drink,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,Tunisia
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,£28.77,In stock,3,Food and Drink,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,Nauru
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",£19.55,In stock,1,Food and Drink,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,Niue
Barefoot Contessa Back to Basics,£28.01,In stock,1,Food and Drink,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,Australia
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,£50.62,In stock,5,Food and Drink,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,Georgia
My Kitchen Year: 136 Recipes That Saved My Life,£11.53,In stock,2,Food and Drink,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,Belgium
Everyday Italian: 125 Simple and Delicious Recipes,£20.10,In stock,5,Food and Drink,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,Puerto Rico
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",£38.77,In stock,1,Food and Drink,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,Cameroon
Cravings: Recipes for What You Want to Eat,£20.50,In stock,3,Food and Drink,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,Bahrain
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",£12.34,In stock,4,Food and Drink,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,Cambodia
32 Yolks,£53.63,In stock,2,Food and Drink,https://books.toscrape.com/catalogue/32-yolks_510/index.html,Algeria
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",£11.38,In stock,5,Food and Drink,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,Mozambique
Redeeming Love,£20.47,In stock,5,Christian Fiction,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,Jordan
Close to You,£49.46,In stock,4,Christian Fiction,https://books.toscrape.com/catalogue/close-to-you_798/index.html,Tuvalu
Shadows of the Past (Logan Point #1),£39.67,In stock,5,Christian Fiction,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,Azerbaijan
Like Never Before (Walker Family #2),£28.77,In stock,2,Christian Fiction,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,Libya
Counted With the Stars (Out from Egypt #1),£17.97,In stock,5,Christian Fiction,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,Cape Verde
If I Run (If I Run #1),£49.97,In stock,4,Christian Fiction,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,Laos
The Long Haul (Diary of a Wimpy Kid #9),£44.07,In stock,1,Humor,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,Honduras
Old School (Diary of a Wimpy Kid #10),£11.83,In stock,5,Humor,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,Chad
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,£25.98,In stock,4,Humor,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,Ghana
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",£14.75,In stock,5,Humor,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,Guinea-Bissau
Dress Your Family in Corduroy and Denim,£43.68,In stock,3,Humor,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,Turkmenistan
Toddlers Are A**holes: It's Not Your Fault,£25.55,In stock,1,Humor,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,Hong Kong
When You Are Engulfed in Flames,£30.89,In stock,5,Humor,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html,South Georgia
Naked,£31.69,In stock,3,Humor,https://books.toscrape.com/catalogue/naked_197/index.html,Ireland
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",£55.50,In stock,5,Humor,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,Turkmenistan
Holidays on Ice,£51.07,In stock,2,Humor,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,Bangladesh
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,£57.36,In stock,4,Womens Fiction,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,Ethiopia
Will You Won't You Want Me?,£13.86,In stock,3,Womens Fiction,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Dominica
Keep Me Posted,£20.46,In stock,4,Womens Fiction,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Tokelau
Grey (Fifty Shades #4),£48.49,In stock,4,Womens Fiction,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Saint Pierre and Miquelon
Meternity,£43.58,In stock,3,Womens Fiction,https://books.toscrape.com/catalogue/meternity_478/index.html,Gabon
Some Women,£13.73,In stock,5,Womens Fiction,https://books.toscrape.com/catalogue/some-women_341/index.html,Lesotho
Sophie's World,£15.94,In stock,5,Philosophy,https://books.toscrape.com/catalogue/sophies-world_966/index.html,Somalia
The Death of Humanity: and the Case for Life,£58.11,In stock,4,Philosophy,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,Antigua and Barbuda
The Stranger,£17.44,In stock,4,Philosophy,https://books.toscrape.com/catalogue/the-stranger_861/index.html,Uruguay
Proofs of God: Classical Arguments from Tertullian to Barth,£54.21,In stock,1,Philosophy,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,Saint Lucia
Kierkegaard: A Christian Missionary to Christians,£47.13,In stock,1,Philosophy,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,Comoros
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93,In stock,5,Philosophy,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,El Salvador
Critique of Pure Reason,£20.75,In stock,1,Philosophy,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,South Africa
"Run, Spot, Run: The Ethics of Keeping Pets",£20.02,In stock,1,Philosophy,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,"Saint Helena, Ascension and Tristan da Cunha"
The Nicomachean Ethics,£36.34,In stock,1,Philosophy,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,British Indian Ocean Territory
Meditations,£25.89,In stock,2,Philosophy,https://books.toscrape.com/catalogue/meditations_33/index.html,Uruguay
Beyond Good and Evil,£43.38,In stock,1,Philosophy,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,Honduras
Chase Me (Paris Nights #2),£25.27,In stock,5,Romance,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Liberia
Black Dust,£34.53,In stock,5,Romance,https://books.toscrape.com/catalogue/black-dust_976/index.html,Timor-Leste
Her Backup Boyfriend (The Sorensen Family #1),£33.97,In stock,1,Romance,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,Belize
First and First (Five Boroughs #3),£15.97,In stock,4,Romance,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,Marshall Islands
Fifty Shades Darker (Fifty Shades #2),£21.96,In stock,1,Romance,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,Honduras
The Wedding Dress,£24.12,In stock,1,Romance,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,Central African Republic
Suddenly in Love (Lake Haven #1),£55.99,In stock,2,Romance,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,Equatorial Guinea
Something More Than This,£16.24,In stock,4,Romance,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,Norway
Doing It Over (Most Likely To #1),£35.61,In stock,3,Romance,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,British Indian Ocean Territory
The Wedding Pact (The O'Malleys #2),£32.61,In stock,3,Romance,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,Luxembourg
Hold Your Breath (Search and Rescue #1),£28.82,In stock,1,Romance,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,Syria
Dirty (Dive Bar #1),£40.83,In stock,4,Romance,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Ukraine
Take Me Home Tonight (Rock Star Romance #3),£53.98,In stock,3,Romance,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Taiwan
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,£37.35,In stock,2,Parenting,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,Anguilla
The Secret Garden,£15.08,In stock,4,Classics,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,Anguilla
The Metamorphosis,£28.58,In stock,1,Classics,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,Palestine
The Pilgrim's Progress,£50.26,In stock,2,Classics,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,South Korea
The Hound of the Baskervilles (Sherlock Holmes #5),£14.82,In stock,2,Classics,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,Paraguay
Little Women (Little Women #1),£28.07,In stock,4,Classics,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,Isle of Man
Gone with the Wind,£32.49,In stock,3,Classics,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,Latvia
